搜尋關鍵字,播放清單名稱,播放清單ID,播放清單連結
運動 舞曲,Dance to Jolin 蔡依林舞曲,7MY3dXs358zHptd1wonmwm,https://open.spotify.com/playlist/7MY3dXs358zHptd1wonmwm
運動 舞曲,健身良伴熱門舞曲混音（2019.2.13更新） by DJ Rainbowchild,65rocyaULdo29Ic8zn0dwZ,https://open.spotify.com/playlist/65rocyaULdo29Ic8zn0dwZ
運動 舞曲,運動舞曲,1TA0JIOdBc9lMXSh2Az4b8,https://open.spotify.com/playlist/1TA0JIOdBc9lMXSh2Az4b8
運動 舞曲,運動健身有氧動感舞曲,17DLTp6iDwrAlTtyzScifr,https://open.spotify.com/playlist/17DLTp6iDwrAlTtyzScifr
運動 舞曲,運動舞曲,54hQ3x3Drr6J7nP7acR415,https://open.spotify.com/playlist/54hQ3x3Drr6J7nP7acR415
運動 重金屬,重金屬 嘶吼,3TwwiXiA9NkxG0X9a9OjOr,https://open.spotify.com/playlist/3TwwiXiA9NkxG0X9a9OjOr
運動 重金屬,健身專用🍑,2nKLaVcN1UT60x10rCRe3N,https://open.spotify.com/playlist/2nKLaVcN1UT60x10rCRe3N
運動 重金屬,聽不膩的西洋嗨歌舞曲⚡️,5TvjgEjjbstlFNtK83Waw8,https://open.spotify.com/playlist/5TvjgEjjbstlFNtK83Waw8
運動 重金屬,重金屬,4UZrVbIhktfGpOSDWbLGKk,https://open.spotify.com/playlist/4UZrVbIhktfGpOSDWbLGKk
運動 重金屬,開車聽的華語嘻哈,2eFZrxyOJYd9OwZ0ZExzRH,https://open.spotify.com/playlist/2eFZrxyOJYd9OwZ0ZExzRH
運動 環境音樂,運動時聽音樂,1WQNzM1VSCITh0F9jdaoT6,https://open.spotify.com/playlist/1WQNzM1VSCITh0F9jdaoT6
運動 環境音樂,咖啡廳音樂,3INRTaUTylsbHfY1VSnWUV,https://open.spotify.com/playlist/3INRTaUTylsbHfY1VSnWUV
運動 環境音樂,節奏感很強的好歌,2oDbPjwHAkarjO0ohfKPJl,https://open.spotify.com/playlist/2oDbPjwHAkarjO0ohfKPJl
運動 環境音樂,深層放鬆。背景樂,6sfrdN93uthtKFWor970oF,https://open.spotify.com/playlist/6sfrdN93uthtKFWor970oF
運動 環境音樂,自律神經放鬆,4vXHk9lbqms8hZ0DMeU3bv,https://open.spotify.com/playlist/4vXHk9lbqms8hZ0DMeU3bv
運動 獨立音樂,北歐櫥窗 × 林貓王：好自在的居家音樂,0070i9QptHTNqi2DFwsDFU,https://open.spotify.com/playlist/0070i9QptHTNqi2DFwsDFU
開車 搖滾,開車輕搖滾,1YOMftEeIhsVgwpH1mQxsw,https://open.spotify.com/playlist/1YOMftEeIhsVgwpH1mQxsw
開車 搖滾,開車聽中文精選,4YoKGL2lltJEnxK4laBlkv,https://open.spotify.com/playlist/4YoKGL2lltJEnxK4laBlkv
開車 搖滾,2025抒情搖滾開車聽,5M59vdgBVBk39Y9elRJ4n3,https://open.spotify.com/playlist/5M59vdgBVBk39Y9elRJ4n3
開車 嘻哈,開車聽的華語嘻哈,2eFZrxyOJYd9OwZ0ZExzRH,https://open.spotify.com/playlist/2eFZrxyOJYd9OwZ0ZExzRH
開車 嘻哈,高端渣男開車把妹歌單,0MOz0wi0RJgrBDRQ3vrzo5,https://open.spotify.com/playlist/0MOz0wi0RJgrBDRQ3vrzo5
開車 嘻哈,鄉村嘻哈饒舌開車聽,2TLFzSUVTPvf1CaBMAxQWH,https://open.spotify.com/playlist/2TLFzSUVTPvf1CaBMAxQWH
開車 嘻哈,[Lucius']🚓Carplay▶,3KyETYMcOrnGlKgRhMRrZw,https://open.spotify.com/playlist/3KyETYMcOrnGlKgRhMRrZw
開車 古典,SUNDAY MORNING REGGAE,5oPg6lEH9Na5WNHeEBQrgE,https://open.spotify.com/playlist/5oPg6lEH9Na5WNHeEBQrgE
開車 古典,開車古典與跨界,4zufz44TvueglBmQLmWDC0,https://open.spotify.com/playlist/4zufz44TvueglBmQLmWDC0
開車 藍調,藍調開車輕音樂,1QrPCmcxWlG8W964mMsiS9,https://open.spotify.com/playlist/1QrPCmcxWlG8W964mMsiS9
開車 藍調,我的 Tokyo City Pop (1975-2022),4obM1ecVlPt7fGnKNydLJM,https://open.spotify.com/playlist/4obM1ecVlPt7fGnKNydLJM
開車 藍調,Chen Yinn: Continental Breakfast at 11AM,6k450y8opmqbTvzWvRcRQt,https://open.spotify.com/playlist/6k450y8opmqbTvzWvRcRQt
開車 藍調,開車超帶勁｜低音砲誰不愛,32tsMahZf884BoLhnhNpeG,https://open.spotify.com/playlist/32tsMahZf884BoLhnhNpeG
開車 舞曲,開車舞曲,3t2j3vwFr1q1kgpWK3tiRv,https://open.spotify.com/playlist/3t2j3vwFr1q1kgpWK3tiRv
開車 舞曲,開車舞曲,6ctOX3AhF1ShlxcTDwMeve,https://open.spotify.com/playlist/6ctOX3AhF1ShlxcTDwMeve
開車 重金屬,開車絕對唱到醒 ,6spBSUbFUlhDmIviqoHpva,https://open.spotify.com/playlist/6spBSUbFUlhDmIviqoHpva
開車 重金屬,開車聽的華語嘻哈,2eFZrxyOJYd9OwZ0ZExzRH,https://open.spotify.com/playlist/2eFZrxyOJYd9OwZ0ZExzRH
開車 重金屬,重金屬 嘶吼,3TwwiXiA9NkxG0X9a9OjOr,https://open.spotify.com/playlist/3TwwiXiA9NkxG0X9a9OjOr
開車 重金屬,開車電台(中文選集),2djhCpvmpgbMYF5iQ6Z7ls,https://open.spotify.com/playlist/2djhCpvmpgbMYF5iQ6Z7ls
開車 重金屬,深夜EMO歌單😭,1tO4QBBNOzxWzI1Ip9FQ0l,https://open.spotify.com/playlist/1tO4QBBNOzxWzI1Ip9FQ0l
開車 鄉村,鄉村嘻哈饒舌開車聽,2TLFzSUVTPvf1CaBMAxQWH,https://open.spotify.com/playlist/2TLFzSUVTPvf1CaBMAxQWH
開車 鄉村,開車路上：鄉村詩歌敬拜 Roadtrip Worship - Country Vibe,3aMOt2xJNz3EXhosuGpvJM,https://open.spotify.com/playlist/3aMOt2xJNz3EXhosuGpvJM
開車 靈魂,Classic Soul 經典靈魂樂,5VuKPUcU6ixBOhpU8Wkby9,https://open.spotify.com/playlist/5VuKPUcU6ixBOhpU8Wkby9
開車 靈魂,VOGUE人生歌單,5bY4Dijm6K8fjkLbP1ERDF,https://open.spotify.com/playlist/5bY4Dijm6K8fjkLbP1ERDF
開車 獨立音樂,高端渣女 開車必聽,6yUSUcAefbcLvz9QgWGTBO,https://open.spotify.com/playlist/6yUSUcAefbcLvz9QgWGTBO
專注 流行,讀書 工作背景音樂： 流行鋼琴 輕音樂BGM  Best Pop Piano Cover for Study and work time,1GBY81SEdp1ZzFdh0OEsyz,https://open.spotify.com/playlist/1GBY81SEdp1ZzFdh0OEsyz
專注 流行,治愈中英文流行鋼琴音樂 Soothing Piano Cover Mandarin & English Pop Songs 🎹,5MEfvlwXt4IHykG1twWwRO,https://open.spotify.com/playlist/5MEfvlwXt4IHykG1twWwRO
專注 流行,大熱門猜歌王完整版,4ZEcqqOzTrDOqSVp5Z057Q,https://open.spotify.com/playlist/4ZEcqqOzTrDOqSVp5Z057Q
專注 流行,台灣流行音樂200最佳專輯（1975-1993）（陶曉清、馬世芳、葉雲平）,153I2sMUhrmowGt6M8CFQu,https://open.spotify.com/playlist/153I2sMUhrmowGt6M8CFQu
專注 流行,安靜的稻草人,6WojxmOspbPxXWHumLK7Yt,https://open.spotify.com/playlist/6WojxmOspbPxXWHumLK7Yt
專注 搖滾,hyukoh_style,0oTk9VxP9PMG7tcjo3IpN2,https://open.spotify.com/playlist/0oTk9VxP9PMG7tcjo3IpN2
專注 搖滾,DREAM  POP,2pqkEW9XnGmaYTwcrzS4ox,https://open.spotify.com/playlist/2pqkEW9XnGmaYTwcrzS4ox
專注 搖滾,乾淨的髒｜英倫搖滾與專注背景音,7qyZP9doSIOE3M5n2glPdu,https://open.spotify.com/playlist/7qyZP9doSIOE3M5n2glPdu
專注 嘻哈,安靜的稻草人,2y2QrxD77834Jo9WYpGj23,https://open.spotify.com/playlist/2y2QrxD77834Jo9WYpGj23
專注 嘻哈,Hip-Hop / Rap,29jJsrz9EWgiHmyzNV27pt,https://open.spotify.com/playlist/29jJsrz9EWgiHmyzNV27pt
專注 電子,專注工作(輕電子),5YuNJ70W5efb9CxiWS7zo9,https://open.spotify.com/playlist/5YuNJ70W5efb9CxiWS7zo9
專注 電子,Psychedelic 快節奏大麻迷幻電子音樂 專注工作 ,7Kxo7JP8nx81BnmVgaHpBF,https://open.spotify.com/playlist/7Kxo7JP8nx81BnmVgaHpBF
專注 電子,電音合輯: K-POP 中的電子音樂 (Electronic Music in K-Pop),2aSVSTm61M36i5bXvO1IYI,https://open.spotify.com/playlist/2aSVSTm61M36i5bXvO1IYI
專注 民謠,"NO, THIS is 鳳飛飛（不，這才是鳳飛飛）—歌林篇",0aVhWL97eZdCLyye9iYdYW,https://open.spotify.com/playlist/0aVhWL97eZdCLyye9iYdYW
專注 古典,讀書用的專注音樂 輕音樂古典 Focus Music for Study,3LEcktKBDKOHFqTVG7V6Fr,https://open.spotify.com/playlist/3LEcktKBDKOHFqTVG7V6Fr
專注 古典,晨間專注：古典提神,1RGn0kLxOge6BZhEJsqPsF,https://open.spotify.com/playlist/1RGn0kLxOge6BZhEJsqPsF
專注 古典,專注古典&爵士Music for Work & Study,1qn7riDaXldeaoX5ZSpjN4,https://open.spotify.com/playlist/1qn7riDaXldeaoX5ZSpjN4
專注 古典,古典｜低音大提琴賞析,5U9hob6cNpKcwHZJcTTrq9,https://open.spotify.com/playlist/5U9hob6cNpKcwHZJcTTrq9
專注 古典,專注古典樂,4ThHsZxXwaGGWHrOVky0K5,https://open.spotify.com/playlist/4ThHsZxXwaGGWHrOVky0K5
專注 爵士,咖啡廳必備 微醺放鬆爵士樂,4fPygC1s2dXi6CpAL54k5q,https://open.spotify.com/playlist/4fPygC1s2dXi6CpAL54k5q
專注 爵士,專注古典&爵士Music for Work & Study,1qn7riDaXldeaoX5ZSpjN4,https://open.spotify.com/playlist/1qn7riDaXldeaoX5ZSpjN4
專注 爵士,古典｜低音大提琴賞析,5U9hob6cNpKcwHZJcTTrq9,https://open.spotify.com/playlist/5U9hob6cNpKcwHZJcTTrq9
專注 爵士,Nathanology presents: Aroma Deep House 002,63QL4cUqNYykTELZaf5z4d,https://open.spotify.com/playlist/63QL4cUqNYykTELZaf5z4d
專注 爵士,爵士BGM專注學習指南,3ZaHzdMCr2FtUhOGeigDnE,https://open.spotify.com/playlist/3ZaHzdMCr2FtUhOGeigDnE
專注 藍調,五月天熱門歌曲！,5rGKfMmuKH5UmEN0RguDP8,https://open.spotify.com/playlist/5rGKfMmuKH5UmEN0RguDP8
專注 藍調,聽了直接不專心,71ieLkJSiKZa9dNXucgbpk,https://open.spotify.com/playlist/71ieLkJSiKZa9dNXucgbpk
專注 藍調,中文藍調專輯,39Fsv0O91LwhYw68ZAQ81c,https://open.spotify.com/playlist/39Fsv0O91LwhYw68ZAQ81c
專注 藍調,《櫻蘭高校男公關部》原聲帶精選,4d2rJrmR8o86aMBgEkOP28,https://open.spotify.com/playlist/4d2rJrmR8o86aMBgEkOP28
專注 藍調,My top 10 of metal band,6SWohY2S1xOztILL8UE24H,https://open.spotify.com/playlist/6SWohY2S1xOztILL8UE24H
專注 R&B,周杰倫激推經典神曲 TOP 50！,11N5hycB8fKcFcTAp2psTb,https://open.spotify.com/playlist/11N5hycB8fKcFcTAp2psTb
專注 重金屬,重金屬搖滾樂,6pv6JND6VMzDXIe3LgdpLi,https://open.spotify.com/playlist/6pv6JND6VMzDXIe3LgdpLi
專注 鋼琴,鋼琴純音 放鬆舒心輕音樂 (工作/讀書/專注/療癒) Piano Music for Relax & Focus Moment,0hF1Ryb7JKM7uk6QyDOfDv,https://open.spotify.com/playlist/0hF1Ryb7JKM7uk6QyDOfDv
專注 鋼琴,鋼琴輕音樂 療癒森林 自然系專注純音樂,2LCyzaMiu0G1khojaDQsFw,https://open.spotify.com/playlist/2LCyzaMiu0G1khojaDQsFw
專注 鋼琴,鋼琴放鬆輕聽 咖啡廳 專注 讀書音樂,2ixJTBN77EJ9aYQcfltmb3,https://open.spotify.com/playlist/2ixJTBN77EJ9aYQcfltmb3
專注 環境音樂,深度專注-聆聽環境音樂 7.5Hr Listen to Ambient Music Long GC - 播放清單,3tisMqlr4G2OibRn5ewMfy,https://open.spotify.com/playlist/3tisMqlr4G2OibRn5ewMfy
專注 環境音樂,深層放鬆。背景樂,6sfrdN93uthtKFWor970oF,https://open.spotify.com/playlist/6sfrdN93uthtKFWor970oF
專注 環境音樂,讀書音樂 沉浸式學習音樂 專注力提升Study with Me,5BP3yzxkmMg7gcGg6pCgBD,https://open.spotify.com/playlist/5BP3yzxkmMg7gcGg6pCgBD
專注 獨立音樂,讀書工作鋼琴音樂studying working piano music,1rhN8BwkusnYLu9C7aAvpw,https://open.spotify.com/playlist/1rhN8BwkusnYLu9C7aAvpw
派對 搖滾,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
派對 搖滾,蘇慧倫 – 30週年值得3CD精選,3pK3H1liTRf2vHFOeMtDkA,https://open.spotify.com/playlist/3pK3H1liTRf2vHFOeMtDkA
派對 搖滾,俺のロックだ🎸,3Ve5dp3ysGaXtV3SAC2v1G,https://open.spotify.com/playlist/3Ve5dp3ysGaXtV3SAC2v1G
派對 搖滾,歡樂 派對 電子 搖滾樂,1TChiwKaSzB0zGBtQeb8MW,https://open.spotify.com/playlist/1TChiwKaSzB0zGBtQeb8MW
派對 搖滾,Let's Walk in Fussa!,3QszkV26fnDAI5IZi8ZYcV,https://open.spotify.com/playlist/3QszkV26fnDAI5IZi8ZYcV
派對 嘻哈,西洋嘻哈派對金曲,6h9zfHKZVfTupSjXmS4TNs,https://open.spotify.com/playlist/6h9zfHKZVfTupSjXmS4TNs
派對 嘻哈,中文華語嘻哈饒舌金曲,1WtGLeckkY2fMh84mokelw,https://open.spotify.com/playlist/1WtGLeckkY2fMh84mokelw
派對 嘻哈,嘻哈派對,35B0cHGStbygWdtppim5R9,https://open.spotify.com/playlist/35B0cHGStbygWdtppim5R9
派對 嘻哈,嘻哈派對3/5,0oDXNAP2KTFa9g0TPmm0ue,https://open.spotify.com/playlist/0oDXNAP2KTFa9g0TPmm0ue
派對 嘻哈,嘻哈派對,5s7njgWWPD1YSaPXhz1xhP,https://open.spotify.com/playlist/5s7njgWWPD1YSaPXhz1xhP
派對 電子,1͜͝8͜͝t͜͝i͜͝f͜͝y͜͝⓹百大混音⓹ 醉愛P̾̾a̾r̾t̾y̾夜店𝔻𝕁 ʍïẍ，經典舞曲絕對動感嗨翻你的派對,6GiBSJK4UwRkIWvmcP8jBw,https://open.spotify.com/playlist/6GiBSJK4UwRkIWvmcP8jBw
派對 電子,Contemporary classical music,0qGS5jIHjshFxpUuHYDOlZ,https://open.spotify.com/playlist/0qGS5jIHjshFxpUuHYDOlZ
派對 電子,2000-2010 千鿋年廣東歌 ,52HvTgEGMTqfbvAlx5wGPW,https://open.spotify.com/playlist/52HvTgEGMTqfbvAlx5wGPW
派對 電子,歡樂 派對 電子 搖滾樂,1TChiwKaSzB0zGBtQeb8MW,https://open.spotify.com/playlist/1TChiwKaSzB0zGBtQeb8MW
派對 電子,電子舞曲/派對,4dGY3Nq4Kf6GaylltVGHBd,https://open.spotify.com/playlist/4dGY3Nq4Kf6GaylltVGHBd
派對 民謠,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
派對 古典,卡拉揚-指揮帝王 Karajan Forever,2ObOcGxN0rpRlKQxnOg7wK,https://open.spotify.com/playlist/2ObOcGxN0rpRlKQxnOg7wK
派對 古典,是春天了呀～,2FxGfX5DGnWAUBDgHylunF,https://open.spotify.com/playlist/2FxGfX5DGnWAUBDgHylunF
派對 古典,Contemporary classical music,0qGS5jIHjshFxpUuHYDOlZ,https://open.spotify.com/playlist/0qGS5jIHjshFxpUuHYDOlZ
派對 爵士,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
派對 爵士,Contemporary classical music,0qGS5jIHjshFxpUuHYDOlZ,https://open.spotify.com/playlist/0qGS5jIHjshFxpUuHYDOlZ
派對 藍調,蘇慧倫 – 30週年值得3CD精選,3pK3H1liTRf2vHFOeMtDkA,https://open.spotify.com/playlist/3pK3H1liTRf2vHFOeMtDkA
派對 藍調,卡拉揚-指揮帝王 Karajan Forever,2ObOcGxN0rpRlKQxnOg7wK,https://open.spotify.com/playlist/2ObOcGxN0rpRlKQxnOg7wK
派對 藍調,國語兒歌,4R2qiFyK1slDblZx4bHN7o,https://open.spotify.com/playlist/4R2qiFyK1slDblZx4bHN7o
派對 藍調,致那些在暖男時代比較吃虧的暖女們,2xlfgzWh264kzrJFazxsrl,https://open.spotify.com/playlist/2xlfgzWh264kzrJFazxsrl
派對 藍調,台灣BL OST ,4TUWcfr11jm0YhA7b64LEF,https://open.spotify.com/playlist/4TUWcfr11jm0YhA7b64LEF
派對 舞曲,百大DJ - 2025,6dKSb1IG0CCJF7cZlAniu2,https://open.spotify.com/playlist/6dKSb1IG0CCJF7cZlAniu2
派對 舞曲,蘇慧倫 – 30週年值得3CD精選,3pK3H1liTRf2vHFOeMtDkA,https://open.spotify.com/playlist/3pK3H1liTRf2vHFOeMtDkA
派對 舞曲,DJ 慢搖remix 舞曲蹦蹦夜店八神抖音派對不停吃毒搖 一條K到想飛喇叭吹,0W4Ax6AMU2VWKIv9BMpsix,https://open.spotify.com/playlist/0W4Ax6AMU2VWKIv9BMpsix
派對 舞曲,2022百大DJ電音,6tv8ISAk9Br0yw05mNJ35R,https://open.spotify.com/playlist/6tv8ISAk9Br0yw05mNJ35R
派對 舞曲,1͜͝8͜͝t͜͝i͜͝f͜͝y͜͝⓹百大混音⓹ 醉愛P̾̾a̾r̾t̾y̾夜店𝔻𝕁 ʍïẍ，經典舞曲絕對動感嗨翻你的派對,6GiBSJK4UwRkIWvmcP8jBw,https://open.spotify.com/playlist/6GiBSJK4UwRkIWvmcP8jBw
派對 鄉村,鄉村派對,7sQVYhXcGsHcpoNbW6iCFG,https://open.spotify.com/playlist/7sQVYhXcGsHcpoNbW6iCFG
派對 靈魂,致那些在暖男時代比較吃虧的暖女們,2xlfgzWh264kzrJFazxsrl,https://open.spotify.com/playlist/2xlfgzWh264kzrJFazxsrl
派對 靈魂,時代少年團     TF3代   T.O.P登陸少年組合（all ）（我把ㄧ些無法播放的音檔刪了所以現在變成只有67小時多而已）,6GCNanmztNGOwj89tzakvI,https://open.spotify.com/playlist/6GCNanmztNGOwj89tzakvI
派對 鋼琴,ㄧ個人的孤單，靜靜地聽歌就沒事了。 #獨處 #安靜,5A1UdWLfrdCWaIIJN8AQId,https://open.spotify.com/playlist/5A1UdWLfrdCWaIIJN8AQId
派對 鋼琴,[KKBOX]ㄧ個人的孤單，靜靜地聽歌就沒事了。 / 2024-12-27,7qQtpaVDfT7HupuUHC3VZT,https://open.spotify.com/playlist/7qQtpaVDfT7HupuUHC3VZT
派對 鋼琴,Animation songs（日本動畫歌）,3JDWRNyvAftIjDSYzsKI49,https://open.spotify.com/playlist/3JDWRNyvAftIjDSYzsKI49
派對 鋼琴,Piano Talk 鋼琴說話,1oSn2CRJi0wu06vs3tCY3j,https://open.spotify.com/playlist/1oSn2CRJi0wu06vs3tCY3j
派對 吉他,心碎時，田馥甄 Hebe 的情歌陪我療傷💔,5G6QwvvFCIvhnM2qVucA3y,https://open.spotify.com/playlist/5G6QwvvFCIvhnM2qVucA3y
派對 獨立音樂,Let's Walk in Fussa!,3QszkV26fnDAI5IZi8ZYcV,https://open.spotify.com/playlist/3QszkV26fnDAI5IZi8ZYcV
睡覺 流行,睡覺音樂,16uBb0HLX2Cnnh2Rt69ucr,https://open.spotify.com/playlist/16uBb0HLX2Cnnh2Rt69ucr
睡覺 古典,睡覺古典,1jX1dHznm72ckUJo6ZKVjQ,https://open.spotify.com/playlist/1jX1dHznm72ckUJo6ZKVjQ
睡覺 古典,貓咪 狗狗 放鬆睡覺音樂 紓壓安撫 毛小孩陪伴音樂 Soothing Music for Cat  & Dog Sleep,5UwTT2apcnk8AQbU2qaZob,https://open.spotify.com/playlist/5UwTT2apcnk8AQbU2qaZob
睡覺 古典,古典睡覺音樂,6TFQwofzC9NZPLDqqqF3fo,https://open.spotify.com/playlist/6TFQwofzC9NZPLDqqqF3fo
睡覺 古典,睡覺前聽的古典樂,6EUFmv10m1RaxMsdwYFuWT,https://open.spotify.com/playlist/6EUFmv10m1RaxMsdwYFuWT
睡覺 古典,古典睡覺,7ci31uwD6auBgRdRJr38an,https://open.spotify.com/playlist/7ci31uwD6auBgRdRJr38an
睡覺 藍調,你啊你啊,1DsBpPPnYU8fxggDzBPJvK,https://open.spotify.com/playlist/1DsBpPPnYU8fxggDzBPJvK
睡覺 藍調,輕·藍調·睡覺·讀書,1YTKyaTMQbocWlIBVht2bi,https://open.spotify.com/playlist/1YTKyaTMQbocWlIBVht2bi
睡覺 R&B,抖音DJ版歌🤍🖤,4qM2j8M0Iweta7q2wyMJWu,https://open.spotify.com/playlist/4qM2j8M0Iweta7q2wyMJWu
睡覺 R&B,適合睡覺的英文歌 ,53BRsOjoYxW5gtM1kp0KQ7,https://open.spotify.com/playlist/53BRsOjoYxW5gtM1kp0KQ7
睡覺 R&B,宮崎駿睡覺,5iRQoGgDiPAMFroyOsKyhO,https://open.spotify.com/playlist/5iRQoGgDiPAMFroyOsKyhO
睡覺 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
睡覺 R&B,抖音DJ版歌 🖤,5vyhvwLGup5cwU5q0klTd7,https://open.spotify.com/playlist/5vyhvwLGup5cwU5q0klTd7
睡覺 重金屬,適合睡覺的英文歌 ,53BRsOjoYxW5gtM1kp0KQ7,https://open.spotify.com/playlist/53BRsOjoYxW5gtM1kp0KQ7
睡覺 重金屬,睡前輕音樂,2KfOLFnRkiUwcXaG4IjRel,https://open.spotify.com/playlist/2KfOLFnRkiUwcXaG4IjRel
睡覺 重金屬,深度睡眠 |重度失眠者专用歌单,0ay6GpCWG7oATkGm1JQEVr,https://open.spotify.com/playlist/0ay6GpCWG7oATkGm1JQEVr
睡覺 鋼琴,鋼琴睡覺,7kvoBVyzFcprZ8XQyxiWfs,https://open.spotify.com/playlist/7kvoBVyzFcprZ8XQyxiWfs
睡覺 鋼琴,鋼琴音樂（讀書、睡覺、放鬆）,1P97Sf4Ayz67HyjWF7zhD8,https://open.spotify.com/playlist/1P97Sf4Ayz67HyjWF7zhD8
睡覺 鋼琴,鋼琴鋼琴睡覺用,16SDA9e2JG2aP9sB3B6V9v,https://open.spotify.com/playlist/16SDA9e2JG2aP9sB3B6V9v
睡覺 鋼琴,小後苑睡覺歌單（鋼琴）,0sQmp1iQpKiCoJOEvOVrIA,https://open.spotify.com/playlist/0sQmp1iQpKiCoJOEvOVrIA
睡覺 環境音樂,適合睡覺的英文歌 ,53BRsOjoYxW5gtM1kp0KQ7,https://open.spotify.com/playlist/53BRsOjoYxW5gtM1kp0KQ7
睡覺 環境音樂,睡前輕音樂,2KfOLFnRkiUwcXaG4IjRel,https://open.spotify.com/playlist/2KfOLFnRkiUwcXaG4IjRel
睡覺 獨立音樂,適合睡覺的英文歌 ,53BRsOjoYxW5gtM1kp0KQ7,https://open.spotify.com/playlist/53BRsOjoYxW5gtM1kp0KQ7
睡覺 獨立音樂,睡前輕音樂,2KfOLFnRkiUwcXaG4IjRel,https://open.spotify.com/playlist/2KfOLFnRkiUwcXaG4IjRel
咖啡 流行,中文流行咖啡純音樂 Mandarin Pop Coffee Music 🎹,1B9CLvqdcUVNSbAJ0DXhPv,https://open.spotify.com/playlist/1B9CLvqdcUVNSbAJ0DXhPv
咖啡 流行,鋼琴閱讀咖啡廳 輕音樂華語流行 古典樂大師合輯,1gHJyCBX7kgzpca11z2d0v,https://open.spotify.com/playlist/1gHJyCBX7kgzpca11z2d0v
咖啡 流行,中文流行咖啡純音樂 Mandarin Pop Coffee Music 🎹,1RQo0ddxUhZ4XuOTwuXVXj,https://open.spotify.com/playlist/1RQo0ddxUhZ4XuOTwuXVXj
咖啡 搖滾,:: 𝑪𝑶𝑭𝑭𝑬𝑬 — 𝑺𝑯𝑶𝑷 ::,2w43sY3USO1CGhKQFGbfW4,https://open.spotify.com/playlist/2w43sY3USO1CGhKQFGbfW4
咖啡 電子,☕️,6OsWwMjoK6bNFyAsDaox3R,https://open.spotify.com/playlist/6OsWwMjoK6bNFyAsDaox3R
咖啡 民謠,旭舊咖啡廳歌單,4YS3Uvq8O7hstH702WVVr1,https://open.spotify.com/playlist/4YS3Uvq8O7hstH702WVVr1
咖啡 民謠,咖啡廳民謠,6mTT7KuKh4U53n78VnOXp5,https://open.spotify.com/playlist/6mTT7KuKh4U53n78VnOXp5
咖啡 古典,鋼琴閱讀咖啡廳 輕音樂華語流行 古典樂大師合輯,1gHJyCBX7kgzpca11z2d0v,https://open.spotify.com/playlist/1gHJyCBX7kgzpca11z2d0v
咖啡 古典,鋼琴爵士古典午茶 宮崎駿代表作 咖啡廳最愛播的,5w9DuCZahTbpUwDeuXk1OX,https://open.spotify.com/playlist/5w9DuCZahTbpUwDeuXk1OX
咖啡 古典,WFH 在家上班輕古典,5bQqj7fjnm3vW1zP8d5yxv,https://open.spotify.com/playlist/5bQqj7fjnm3vW1zP8d5yxv
咖啡 古典,☕️有朝一日的咖啡馆,30DcFtcJ90R3JvoV18l2PO,https://open.spotify.com/playlist/30DcFtcJ90R3JvoV18l2PO
咖啡 爵士,咖啡店柔和的爵士,6VFBLYsKQXmr8S3QLGdh6x,https://open.spotify.com/playlist/6VFBLYsKQXmr8S3QLGdh6x
咖啡 爵士,浪漫芭莎諾瓦 爵士經典咖啡館,4phiQX5QSd4oHe9KnCXrOI,https://open.spotify.com/playlist/4phiQX5QSd4oHe9KnCXrOI
咖啡 爵士,咖啡廳音樂 Relaxing Coffee Music BGM,2pR8oELXQ2GjluBbPNzdao,https://open.spotify.com/playlist/2pR8oELXQ2GjluBbPNzdao
咖啡 爵士,爵士 沙發音樂咖啡廳音樂,4BNvDYSKtmHfIke8gK3Ony,https://open.spotify.com/playlist/4BNvDYSKtmHfIke8gK3Ony
咖啡 爵士,c'est la vie 香榭咖啡館,1FwqaXHURH4cfO8yFV8hj1,https://open.spotify.com/playlist/1FwqaXHURH4cfO8yFV8hj1
咖啡 藍調,聖誕氣氛鋼琴咖啡館: 爵士藍調聖誕必備精選輯,1JLzpORkY3cuoEaESmG4U0,https://open.spotify.com/playlist/1JLzpORkY3cuoEaESmG4U0
咖啡 藍調,水星 藍調 咖啡 激烈,5Qv7C6QV5Fp13K5Jtjetih,https://open.spotify.com/playlist/5Qv7C6QV5Fp13K5Jtjetih
咖啡 藍調,你會來看我嗎？ Firdhaus 你會來看我嗎 我愛的花 你帶了嗎 床腳下的抽屜裡 夾著幾張禮券還沒逾期 不再光臨的咖啡廳 它一定在門口等著我 不要再讓它遭受雨淋 照顧它 好嗎 抱歉 我無法 你會來看,35gxlEzpdEtKP1fBek5ktn,https://open.spotify.com/playlist/35gxlEzpdEtKP1fBek5ktn
咖啡 藍調,studying ur mom,0mvTxrfxRpe6bl8eBhyOkE,https://open.spotify.com/playlist/0mvTxrfxRpe6bl8eBhyOkE
